咪咕央卫,#genre#
动漫秀场,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226138/index.m3u8
东方购经,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226134/index.m3u8
都市剧场,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226155/index.m3u8
乐游频道,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226157/index.m3u8
哈哈炫动,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226161/index.m3u8
哈哈炫动,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226175/index.m3u8
至臻视界,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221225687/index.m3u8
咪视界4K,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226080/index.m3u8
咪视界4K-1,http://[2409:8087:1e02:20::2D]/PLTV/11/224/3221226080/1.m3u8
睛彩竞技,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226116/index.m3u8
睛彩广场舞,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226139/index.m3u8
睛彩篮球,http://[2409:8087:1e02:20::1a]/PLTV/11/224/3221226118/index.m3u8
中视华数,#genre#
CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass
CHC影迷电影,http://58.19.180.108:9981/stream/channelid/473633391?profile=pass
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass
CCTV兵器科技,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_BINGQIKJ-CQ/G_BINGQIKJ-CQ.m3u8
CCTV第一剧场,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_DIYIJC-CQ/G_DIYIJC-CQ.m3u8
CCTV电视指南,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_DIANSHIZN-CQ/G_DIANSHIZN-CQ.m3u8
CCTV风云剧场,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGYUNJC-CQ/G_FENGYUNJC-CQ.m3u8
CCTV风云音乐,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGYUNYY-CQ/G_FENGYUNYY-CQ.m3u8
CCTV风云足球,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGSHANGZQ-CQ/G_FENGSHANGZQ-CQ.m3u8
CCTV高尔夫网球,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-GOLF-CQ/G_CCTV-GOLF-CQ.m3u8
CCTV怀旧剧场,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_HUAIJIUJC-CQ/G_HUAIJIUJC-CQ.m3u8
CCTV女性时尚,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_NVXINGSS/G_NVXINGSS.m3u8
CCTV女性时尚,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_NVXINGSS-CQ/G_NVXINGSS-CQ.m3u8
CCTV世界地理,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_SHIJIEDL-CQ/G_SHIJIEDL-CQ.m3u8
CCTV央视台球,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_TAIQIU-CQ/G_TAIQIU-CQ.m3u8
CCTV央视文化精品,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-WENHUA-CQ/G_CCTV-WENHUA-CQ.m3u8
CCTV发现之旅,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_FAXIANZL/G_FAXIANZL.m3u8
CCTV老故事,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_LAOGUSHI/G_LAOGUSHI.m3u8
CCTV中学生,http://101.69.198.19:2380/js-live-screenshot.gitv.tv/gitv_live/G_ZHONGXUESHENG/G_ZHONGXUESHENG.m3u8
CCTV兵器科技,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_BINGQIKJ-CQ/G_BINGQIKJ-CQ.m3u8
CCTV第一剧场,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_DIYIJC-CQ/G_DIYIJC-CQ.m3u8
CCTV电视指南,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_DIANSHIZN-CQ/G_DIANSHIZN-CQ.m3u8
CCTV风云剧场,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGYUNJC-CQ/G_FENGYUNJC-CQ.m3u8
CCTV风云音乐,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGYUNYY-CQ/G_FENGYUNYY-CQ.m3u8
CCTV风云足球,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_FENGSHANGZQ-CQ/G_FENGSHANGZQ-CQ.m3u8
CCTV高尔夫网球,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-GOLF-CQ/G_CCTV-GOLF-CQ.m3u8
CCTV怀旧剧场,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_HUAIJIUJC-CQ/G_HUAIJIUJC-CQ.m3u8
CCTV女性时尚,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_NVXINGSS/G_NVXINGSS.m3u8
CCTV女性时尚,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_NVXINGSS-CQ/G_NVXINGSS-CQ.m3u8
CCTV世界地理,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_SHIJIEDL-CQ/G_SHIJIEDL-CQ.m3u8
CCTV央视台球,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_TAIQIU-CQ/G_TAIQIU-CQ.m3u8
CCTV央视文化精品,http://183.60.255.30:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-WENHUA-CQ/G_CCTV-WENHUA-CQ.m3u8
CCTV第一剧场,http://183.236.43.98:4111/udp/239.253.43.15:5146
CCTV风云剧场,http://183.236.43.98:4111/udp/239.253.43.16:5146
CCTV怀旧剧场,http://183.236.43.98:4111/udp/239.253.43.5:5146
CCTV电视指南,http://183.236.43.98:4111/udp/239.253.43.10:5146
CCTV世界地理,http://183.236.43.98:4111/udp/239.253.43.7:5146
CCTV兵器科技,http://183.236.43.98:4111/udp/239.253.43.9:5146
CCTV央视台球,http://183.236.43.98:4111/udp/239.253.43.11:5146
CCTV文化精品,http://183.236.43.98:4111/udp/239.253.43.13:5146
CCTV女性时尚,http://183.236.43.98:4111/udp/239.253.43.8:5146
CCTV风云足球,http://183.236.43.98:4111/udp/239.253.43.14:5146
CCTV风云音乐,http://183.236.43.98:4111/udp/239.253.43.6:5146
CCTV高尔夫网球,http://183.236.43.98:4111/udp/239.253.43.12:5146
华数影视1,http://nas.201606.xyz:4022/udp/239.10.0.121:5140
华数影视2,http://nas.201606.xyz:4022/udp/239.10.0.122:5140
华数影视3,http://nas.201606.xyz:4022/udp/239.10.0.123:5140
华数影视4,http://nas.201606.xyz:4022/udp/239.10.0.124:5140
华数影视5,http://nas.201606.xyz:4022/udp/239.10.0.125:5140
华数影视6,http://nas.201606.xyz:4022/udp/239.10.0.126:5140
华数影视7,http://nas.201606.xyz:4022/udp/239.10.0.127:5140
华数影视8,http://nas.201606.xyz:4022/udp/239.10.0.132:5140
华数影视9,http://nas.201606.xyz:4022/udp/239.10.0.133:5140
华数影视10,http://nas.201606.xyz:4022/udp/239.10.0.153:5140
华数影视11,http://nas.201606.xyz:4022/udp/239.10.0.156:5140
华数影视12,http://nas.201606.xyz:4022/udp/239.10.0.163:5140
华数影视13,http://nas.201606.xyz:4022/udp/239.10.0.164:5140
华数影视14,http://nas.201606.xyz:4022/udp/239.10.0.186:5140
虎牙轮播,#genre#
李子柒,http://tv.ximix.us/huya/21969336
航拍中国,http://tv.ximix.us/huya/22414123
庆余年1,http://tv.ximix.us/huya/11352960
庆余年2,http://tv.ximix.us/huya/23740156
周星驰国语,http://tv.ximix.us/huya/11342412
周星驰粤语,http://tv.ximix.us/huya/11336587
李连杰,http://tv.ximix.us/huya/11342390
甄子丹,http://tv.ximix.us/huya/11352935
林正英,http://tv.ximix.us/huya/11342421
周润发,http://tv.ximix.us/huya/11342387
成龙,http://tv.ximix.us/huya/11342386
王晶,http://tv.ximix.us/huya/11602058
沈腾,http://tv.ximix.us/huya/11601968
黄渤,http://tv.ximix.us/huya/11352876
强森,http://tv.ximix.us/huya/21059581
洪金宝,http://tv.ximix.us/huya/11279251
梁家辉,http://tv.ximix.us/huya/11342429
刘德华,http://tv.ximix.us/huya/11342424
斯坦森,http://tv.ximix.us/huya/21059588
许冠杰,http://tv.ximix.us/huya/11602033
五福星,http://tv.ximix.us/huya/11282233
邱淑贞,http://tv.ximix.us/huya/11352949
徐克,http://tv.ximix.us/huya/11352909
释小龙,http://tv.ximix.us/huya/21059599
推荐,http://tv.ximix.us/huya/11602041
宇宙,http://tv.ximix.us/huya/11342428
怪兽,http://tv.ximix.us/huya/21059577
武侠,http://tv.ximix.us/huya/11342427
警匪,http://tv.ximix.us/huya/11352886
罪犯,http://tv.ximix.us/huya/11352962
枪战,http://tv.ximix.us/huya/21059579
海盗,http://tv.ximix.us/huya/21059595
赛车,http://tv.ximix.us/huya/11279247
救援,http://tv.ximix.us/huya/21059594
热血,http://tv.ximix.us/huya/11352934
盗墓,http://tv.ximix.us/huya/21059552
贺岁,http://tv.ximix.us/huya/11601971
玄幻,http://tv.ximix.us/huya/11342414
谍战,http://tv.ximix.us/huya/21059585
战争,http://tv.ximix.us/huya/21059592
喜剧,http://tv.ximix.us/huya/11352877
港片,http://tv.ximix.us/huya/11602043
国产,http://tv.ximix.us/huya/11352973
小鬼头,http://tv.ximix.us/huya/11352963
八点档,http://tv.ximix.us/huya/880261
贺岁片,http://tv.ximix.us/huya/11601986
功夫片,http://tv.ximix.us/huya/11352941
黑帮片,http://tv.ximix.us/huya/11336719
丧尸片,http://tv.ximix.us/huya/21059578
灾难片,http://tv.ximix.us/huya/11602075
谍战片,http://tv.ximix.us/huya/21059587
战争片,http://tv.ximix.us/huya/21059574
犯罪片,http://tv.ximix.us/huya/11352974
古装片,http://tv.ximix.us/huya/11336590
高分动作,http://tv.ximix.us/huya/11352884
动作电影,http://tv.ximix.us/huya/11602077
搞笑喜剧,http://tv.ximix.us/huya/11342423
喜剧专场,http://tv.ximix.us/huya/11602044
欢笑影院,http://tv.ximix.us/huya/11352894
不挤影院,http://tv.ximix.us/huya/11352897
国产悬疑,http://tv.ximix.us/huya/11342395
快意江湖,http://tv.ximix.us/huya/11342435
黑帮斗争,http://tv.ximix.us/huya/11342419
嫣然影厅,http://tv.ximix.us/huya/11601977
经典港片,http://tv.ximix.us/huya/11352965
镖行天下,http://tv.ximix.us/huya/11352969
高能反转,http://tv.ximix.us/huya/11352887
喜乐影院,http://tv.ximix.us/huya/21059580
蘑菇影厅,http://tv.ximix.us/huya/11601981
搞笑恐怖,http://tv.ximix.us/huya/11601960
死神来了,http://tv.ximix.us/huya/11352903
变形金刚,http://tv.ximix.us/huya/21059596
斗罗大陆,http://tv.ximix.us/huya/11352906
怪兽系列,http://tv.ximix.us/huya/21059554
老三国,http://tv.ximix.us/huya/11602081
新三国,http://tv.ximix.us/huya/11352944
新水浒,http://tv.ximix.us/huya/11342384
纪晓岚,http://tv.ximix.us/huya/11342396
雍正王朝,http://tv.ximix.us/huya/11342439
士兵突击,http://tv.ximix.us/huya/11314438
爱情公寓,http://tv.ximix.us/huya/11336726
武林外传,http://tv.ximix.us/huya/21059598
地下交通站,http://tv.ximix.us/huya/11342433
邻里一家亲,http://tv.ximix.us/huya/11342426
陈翔六点半,http://tv.ximix.us/huya/11274154
鹿哥电影,http://tv.ximix.us/huya/24396360
斌哥漫说,http://tv.ximix.us/huya/18632116
续哥说电影,http://tv.ximix.us/huya/24396472
小川侃电影,http://tv.ximix.us/huya/15870999
阿良说剧,http://tv.ximix.us/huya/20488841
鱼丸电影,http://tv.ximix.us/huya/16615910
阿斗说电影,http://tv.ximix.us/huya/13303478
扁豆看电影,http://tv.ximix.us/huya/16028551
乌贼说电影,http://tv.ximix.us/huya/16604522
大象放映室,http://tv.ximix.us/huya/21277391
科幻梦工场,http://tv.ximix.us/huya/15152155
亮哥讲电影,http://tv.ximix.us/huya/16144175
越哥说电影,http://tv.ximix.us/huya/15894162
小冉看电影,http://tv.ximix.us/huya/17341907
阿翔说电影,http://tv.ximix.us/huya/16868935
虎妞说电影,http://tv.ximix.us/huya/20343144
涵哥评电影,http://tv.ximix.us/huya/16865726
老皮讲电影,http://tv.ximix.us/huya/16968572
默爷侃电影,http://tv.ximix.us/huya/17204307
冷君说电影,http://tv.ximix.us/huya/16739452
恐怖片解说,http://tv.ximix.us/huya/16741179
李子柒,https://isus.cc/php/huya.php?id=21969336
李子柒,http://tv.ximix.us/huya/21969336
航拍中国,https://isus.cc/php/huya.php?id=22414123
航拍中国,http://tv.ximix.us/huya/22414123
庆余年1,https://isus.cc/php/huya.php?id=11352960
庆余年2,https://isus.cc/php/huya.php?id=23740156
周星驰国语,https://isus.cc/php/huya.php?id=11342412
周星驰粤语,https://isus.cc/php/huya.php?id=11336587
林正英,https://isus.cc/php/huya.php?id=11342421
周润发,https://isus.cc/php/huya.php?id=11342387
成龙,https://isus.cc/php/huya.php?id=11342386
甄子丹,https://isus.cc/php/huya.php?id=11352935
王晶,https://isus.cc/php/huya.php?id=11602058
沈腾,https://isus.cc/php/huya.php?id=11601968
狄仁杰,https://isus.cc/php/huya.php?id=30080229
黄渤,https://isus.cc/php/huya.php?id=11352876
强森,https://isus.cc/php/huya.php?id=21059581
宇宙,https://isus.cc/php/huya.php?id=11342428
怪兽,https://isus.cc/php/huya.php?id=21059577
武侠,https://isus.cc/php/huya.php?id=11342427
警匪,https://isus.cc/php/huya.php?id=11352886
罪犯,https://isus.cc/php/huya.php?id=11352962
枪战,https://isus.cc/php/huya.php?id=21059579
海盗,https://isus.cc/php/huya.php?id=21059595
赛车,https://isus.cc/php/huya.php?id=11279247
动作,https://isus.cc/php/huya.php?id=11602041
救援,https://isus.cc/php/huya.php?id=21059594
热血,https://isus.cc/php/huya.php?id=11352934
盗墓,https://isus.cc/php/huya.php?id=21059552
贺岁,https://isus.cc/php/huya.php?id=11601971
玄幻,https://isus.cc/php/huya.php?id=11342414
谍战,https://isus.cc/php/huya.php?id=21059585
战争,https://isus.cc/php/huya.php?id=21059592
喜剧,https://isus.cc/php/huya.php?id=11352877
港片,https://isus.cc/php/huya.php?id=11602043
国产,https://isus.cc/php/huya.php?id=11352973
李连杰,https://isus.cc/php/huya.php?id=11342390
洪金宝,https://isus.cc/php/huya.php?id=11279251
梁家辉,https://isus.cc/php/huya.php?id=11342429
刘德华,https://isus.cc/php/huya.php?id=11342424
斯坦森,https://isus.cc/php/huya.php?id=21059588
许冠英,https://isus.cc/php/huya.php?id=11601972
五福星,https://isus.cc/php/huya.php?id=11282233
邱淑贞,https://isus.cc/php/huya.php?id=11352949
徐克,https://isus.cc/php/huya.php?id=11352909
斗罗大陆,https://isus.cc/php/huya.php?id=11352906
小鬼头,https://isus.cc/php/huya.php?id=11352963
八点档,https://isus.cc/php/huya.php?id=880261
释小龙,https://isus.cc/php/huya.php?id=21059599
贺岁片,https://isus.cc/php/huya.php?id=11601986
功夫片,https://isus.cc/php/huya.php?id=11352941
黑帮片,https://isus.cc/php/huya.php?id=11336719
丧尸片,https://isus.cc/php/huya.php?id=21059578
灾难片,https://isus.cc/php/huya.php?id=11602075
谍战片,https://isus.cc/php/huya.php?id=21059587
战争片,https://isus.cc/php/huya.php?id=21059574
犯罪片,https://isus.cc/php/huya.php?id=11352974
古装片,https://isus.cc/php/huya.php?id=11336590
高分动作,https://isus.cc/php/huya.php?id=11352884
动作电影,https://isus.cc/php/huya.php?id=11602077
搞笑喜剧,https://isus.cc/php/huya.php?id=11342423
喜剧专场,https://isus.cc/php/huya.php?id=11602044
欢笑影院,https://isus.cc/php/huya.php?id=11352894
不挤影院,https://isus.cc/php/huya.php?id=11352897
国产悬疑,https://isus.cc/php/huya.php?id=11342395
快意江湖,https://isus.cc/php/huya.php?id=11342435
黑帮斗争,https://isus.cc/php/huya.php?id=11342419
嫣然影厅,https://isus.cc/php/huya.php?id=11601977
许氏三杰,https://isus.cc/php/huya.php?id=11602033
经典港片,https://isus.cc/php/huya.php?id=11352965
镖行天下,https://isus.cc/php/huya.php?id=11352969
高能反转,https://isus.cc/php/huya.php?id=11352887
喜乐影院,https://isus.cc/php/huya.php?id=21059580
蘑菇影厅,https://isus.cc/php/huya.php?id=11601981
搞笑恐怖,https://isus.cc/php/huya.php?id=11601960
死神来了,https://isus.cc/php/huya.php?id=11352903
变形金刚,https://isus.cc/php/huya.php?id=21059596
怪兽系列,https://isus.cc/php/huya.php?id=21059554
老三国,https://isus.cc/php/huya.php?id=11602081
新三国,https://isus.cc/php/huya.php?id=11352944
新水浒,https://isus.cc/php/huya.php?id=11342384
纪晓岚,https://isus.cc/php/huya.php?id=11342396
雍正王朝,https://isus.cc/php/huya.php?id=11342439
士兵突击,https://isus.cc/php/huya.php?id=11314438
爱情公寓,https://isus.cc/php/huya.php?id=11336726
武林外传,https://isus.cc/php/huya.php?id=21059598
地下交通站,https://isus.cc/php/huya.php?id=11342433
邻里一家亲,https://isus.cc/php/huya.php?id=11342426
搞笑_陈翔六点半,https://isus.cc/php/huya.php?id=11274154
鹿哥电影,https://isus.cc/php/huya.php?id=24396360
斌哥漫说,https://isus.cc/php/huya.php?id=18632116
续哥说电影,https://isus.cc/php/huya.php?id=24396472
小川侃电影,https://isus.cc/php/huya.php?id=15870999
阿良说剧,https://isus.cc/php/huya.php?id=20488841
鱼丸电影,https://isus.cc/php/huya.php?id=16615910
阿斗说电影,https://isus.cc/php/huya.php?id=13303478
扁豆看电影,https://isus.cc/php/huya.php?id=16028551
乌贼说电影,https://isus.cc/php/huya.php?id=16604522
大象放映室,https://isus.cc/php/huya.php?id=21277391
科幻梦工场,https://isus.cc/php/huya.php?id=15152155
亮哥讲电影,https://isus.cc/php/huya.php?id=16144175
越哥说电影,https://isus.cc/php/huya.php?id=15894162
小冉看电影,https://isus.cc/php/huya.php?id=17341907
阿翔说电影,https://isus.cc/php/huya.php?id=16868935
虎妞说电影,https://isus.cc/php/huya.php?id=20343144
涵哥评电影,https://isus.cc/php/huya.php?id=16865726
老皮讲电影,https://isus.cc/php/huya.php?id=16968572
默爷侃电影,https://isus.cc/php/huya.php?id=17204307
冷君说电影,https://isus.cc/php/huya.php?id=16739452
恐怖电影解说,https://isus.cc/php/huya.php?id=16741179
港台一区,#genre#
重温经典,http://8.138.7.223/tv/cwjd.php
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
凤凰中文,http://101.42.252.229:8099/五云.php?id=1
凤凰资讯,http://101.42.252.229:8099/五云.php?id=2
凤凰香港,http://101.42.252.229:8099/五云.php?id=3
无线翡翠1,http://101.42.252.229:8099/五云.php?id=4
无线翡翠2,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠2,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠1,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线新闻,http://101.42.252.229:8099/五云.php?id=5
华丽翡翠,http://101.42.252.229:8099/五云.php?id=6
无线明珠,http://101.42.252.229:8099/五云.php?id=7
TVBplus,http://101.42.252.229:8099/五云.php?id=8
凤凰中文,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
凤凰中文,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pcc72.flv
凤凰香港,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701phk72.flv
凤凰资讯,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv
华丽翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
娱乐新聞,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVB星河粤语,http://101.42.252.229:8099/五云.php?id=12
TVB星河国语,http://101.42.252.229:8099/五云.php?id=13
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB生活台,http://101.42.252.229:8099/五云.php?id=124
无线功夫国语,http://101.42.252.229:8099/五云.php?id=125
无线功夫粤语,http://101.42.252.229:8099/五云.php?id=18
千禧经典,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
NOW星影,http://101.42.252.229:8099/五云.php?id=178
NOW爆谷,http://101.42.252.229:8099/五云.php?id=50
NOW爆谷,http://101.42.252.229:8099/五云.php?id=46
美亞電影粤语,http://101.42.252.229:8099/五云.php?id=33
美亞電影国语,http://101.42.252.229:8099/五云.php?id=17
美亚电影TW,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
PopC电影,http://101.42.252.229:8099/五云.php?id=38
龙祥时代,http://101.42.252.229:8099/五云.php?id=86
东森电影,http://101.42.252.229:8099/五云.php?id=87
东森洋片,http://101.42.252.229:8099/五云.php?id=88
好莱坞电影,http://101.42.252.229:8099/五云.php?id=89
纬来电影,http://101.42.252.229:8099/五云.php?id=90
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
星空国际,http://101.42.252.229:8099/五云.php?id=103
天映频道1,http://101.42.252.229:8099/五云.php?id=168
天映频道2,http://101.42.252.229:8099/五云.php?id=169
天映CCM,http://101.42.252.229:8099/五云.php?id=170
澳门莲花,http://8.138.7.223/tv/lotustv.m3u8
澳门莲花,http://101.42.252.229:8099/五云.php?id=175
赛马18台,http://101.42.252.229:8099/五云.php?id=29
黄金华剧,http://101.42.252.229:8099/五云.php?id=11
TvnTV,http://101.42.252.229:8099/五云.php?id=36
ANIMAX,http://101.42.252.229:8099/五云.php?id=10
ANIMAX,http://101.42.252.229:8099/五云.php?id=24
ROCK综娱,http://101.42.252.229:8099/五云.php?id=25
ROCK影院,http://101.42.252.229:8099/五云.php?id=26
THRILL剧集,http://101.42.252.229:8099/五云.php?id=15
HBO影院,http://101.42.252.229:8099/五云.php?id=96
HBOhits,http://101.42.252.229:8099/五云.php?id=97
HOBfamlly,http://101.42.252.229:8099/五云.php?id=98
hoy76,http://hls.168.us.kg/u/76/master.m3u8
hoy77,http://hls.168.us.kg/u/77/master.m3u8
hoy78,http://101.42.252.229:8099/五云.php?id=47
hoy78,http://hls.168.us.kg/u/78/master.m3u8
无线新闻,http://hls.168.us.kg/u/83/master.m3u8
NOW直播,http://hls.168.us.kg/u/331/master.m3u8
NOW新闻,http://hls.168.us.kg/u/332/master.m3u8
NOW财经,http://hls.168.us.kg/u/333/master.m3u8
myTV1,http://101.42.252.229:8099/五云.php?id=16
myTV2,http://101.42.252.229:8099/五云.php?id=28
myTV3,http://101.42.252.229:8099/五云.php?id=31
myTV4,http://101.42.252.229:8099/五云.php?id=37
娱乐新闻,http://101.42.252.229:8099/五云.php?id=32
KIX影剧,http://101.42.252.229:8099/五云.php?id=41
NOW新闻,http://101.42.252.229:8099/五云.php?id=42
NOW财经,http://101.42.252.229:8099/五云.php?id=43
HOY资讯,http://101.42.252.229:8099/五云.php?id=48
台湾民视,http://101.42.252.229:8099/五云.php?id=51
台湾中视,http://101.42.252.229:8099/五云.php?id=53
台湾华视,http://101.42.252.229:8099/五云.php?id=54
台湾公视,http://101.42.252.229:8099/五云.php?id=55
三立综合,http://101.42.252.229:8099/五云.php?id=57
三立台湾,http://101.42.252.229:8099/五云.php?id=58
八大综合,http://101.42.252.229:8099/五云.php?id=60
八大第一,http://101.42.252.229:8099/五云.php?id=61
八大戏剧,http://101.42.252.229:8099/五云.php?id=62
ELTA综合,http://101.42.252.229:8099/五云.php?id=63
中天综合,http://101.42.252.229:8099/五云.php?id=65
东森新闻,http://101.42.252.229:8099/五云.php?id=171
东森综合,http://101.42.252.229:8099/五云.php?id=67
东森戏剧,http://101.42.252.229:8099/五云.php?id=68
亚洲旅游,http://101.42.252.229:8099/五云.php?id=71
ELTA体育1,http://101.42.252.229:8099/五云.php?id=72
ELTA体育2,http://101.42.252.229:8099/五云.php?id=73
ELTA体育3,http://101.42.252.229:8099/五云.php?id=74
ELTA体育4,http://101.42.252.229:8099/五云.php?id=75
TVBS新闻,http://101.42.252.229:8099/五云.php?id=80
中天新闻,http://101.42.252.229:8099/五云.php?id=84
国家地理,http://101.42.252.229:8099/五云.php?id=109
动物星球,http://101.42.252.229:8099/五云.php?id=110
寰宇新闻,http://101.42.252.229:8099/五云.php?id=132
民视新闻,http://101.42.252.229:8099/五云.php?id=141
年代新闻,http://101.42.252.229:8099/五云.php?id=143
中天娱乐,http://101.42.252.229:8099/五云.php?id=147
纬来体育,http://101.42.252.229:8099/五云.php?id=160
astroQJ,http://101.42.252.229:8099/五云.php?id=166
K+韩剧,http://101.42.252.229:8099/五云.php?id=174
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
VIUTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
CBS新闻,http://101.42.252.229:8099/五云.php?id=133
FOX新闻,http://101.42.252.229:8099/五云.php?id=134
BBC新闻,http://101.42.252.229:8099/五云.php?id=140
港台二区,#genre#
CHC影迷电影,P2p://starvod.xyz:19806/4945032366244655b517260d2b3f6afb.ts
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8.ts
CHC动作电影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391.ts
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠,http://php.jdshipin.com/smt.php?id=Tvbjade
无线明珠,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
美亚电影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
BOO恐怖影院,P2p://starvod.xyz:19806/9ee546f426c64398af4f2d301c8f00b4
壹电视综合,P2p://147.135.39.171:9906/685f810d000eeaf174db4a19563a6520
壹电视电影,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
星空卫视,P2p://starvod.xyz:19806/913e258484624493a5a6d960500b30cc.ts
MTV频道,P2p://starvod.xyz:19806/06707a16e03c4185a7d540ad1828ad52.ts
PopC电影,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
